log_type,column_name,missing_count,missing_rate_pct,classification
apu_stat_trig,error8,0,0.0,None (0%)
apu_stat_trig,is_sensor_fault,0,0.0,None (0%)
weather_report,timestamp,0,0.0,None (0%)
weather_report,global_radiation_w_m2,0,0.0,None (0%)
weather_report,global_humidity_pct_rh,0,0.0,None (0%)
weather_report,global_temperature_c,0,0.0,None (0%)
weather_report,global_wind_speed_m_s,0,0.0,None (0%)
weather_report,inv_4_4_air_temp_c,0,0.0,None (0%)
weather_report,inv_4_4_module_1_c,0,0.0,None (0%)
weather_report,inv_4_4_module_2_c,0,0.0,None (0%)
weather_report,inv_4_4_module_3_c,0,0.0,None (0%)
weather_report,inv_4_4_radiation_1_w_m2,0,0.0,None (0%)
weather_report,inv_4_4_radiation_2_w_m2,0,0.0,None (0%)
weather_report,inv_8_5_air_temp_c,0,0.0,None (0%)
weather_report,inv_8_5_module_1_c,0,0.0,None (0%)
weather_report,inv_8_5_module_2_c,0,0.0,None (0%)
weather_report,inv_8_5_module_3_c,0,0.0,None (0%)
weather_report,inv_8_5_radiation_1_w_m2,0,0.0,None (0%)
weather_report,inv_8_5_radiation_2_w_m2,0,0.0,None (0%)
weather_report,inv_11_5_air_temp_c,0,0.0,None (0%)
weather_report,inv_11_5_module_1_c,0,0.0,None (0%)
weather_report,inv_11_5_module_2_c,0,0.0,None (0%)
weather_report,inv_11_5_module_3_c,0,0.0,None (0%)
weather_report,inv_11_5_radiation_1_w_m2,0,0.0,None (0%)
weather_report,inv_11_5_radiation_2_w_m2,0,0.0,None (0%)
weather_report,inv_20_4_air_temp_c,0,0.0,None (0%)
weather_report,inv_20_4_module_1_c,0,0.0,None (0%)
weather_report,inv_20_4_module_2_c,0,0.0,None (0%)
weather_report,inv_20_4_module_3_c,0,0.0,None (0%)
weather_report,inv_20_4_radiation_1_w_m2,0,0.0,None (0%)
weather_report,inv_20_4_radiation_2_w_m2,0,0.0,None (0%)
weather_report,inv_2_4_air_temp_c,0,0.0,None (0%)
weather_report,inv_2_4_module_temp_c,0,0.0,None (0%)
weather_report,inv_2_4_radiation_w_m2,0,0.0,None (0%)
weather_report,inv_5_4_air_temp_c,0,0.0,None (0%)
weather_report,inv_5_4_module_temp_c,0,0.0,None (0%)
weather_report,inv_5_4_radiation_w_m2,0,0.0,None (0%)
weather_report,inv_12_5_air_temp_c,0,0.0,None (0%)
weather_report,inv_12_5_module_temp_c,0,0.0,None (0%)
weather_report,inv_12_5_radiation_w_m2,0,0.0,None (0%)
weather_report,inv_13_4_air_temp_c,0,0.0,None (0%)
weather_report,inv_13_4_module_temp_c,0,0.0,None (0%)
weather_report,inv_13_4_radiation_w_m2,0,0.0,None (0%)
weather_report,inv_15_4_air_temp_c,0,0.0,None (0%)
weather_report,inv_15_4_module_temp_c,0,0.0,None (0%)
weather_report,inv_15_4_radiation_w_m2,0,0.0,None (0%)
weather_report,inv_2_417_4_air_temp_c,0,0.0,None (0%)
weather_report,inv_2_417_4_module_temp_c,0,0.0,None (0%)
weather_report,inv_2_417_4_radiation_w_m2,0,0.0,None (0%)
weather_report,inv_18_4_air_temp_c,0,0.0,None (0%)
weather_report,inv_18_4_module_temp_c,0,0.0,None (0%)
weather_report,inv_18_4_radiation_w_m2,0,0.0,None (0%)
weather_report,inv_22_4_air_temp_c,0,0.0,None (0%)
weather_report,inv_22_4_module_temp_c,0,0.0,None (0%)
weather_report,inv_22_4_radiation_w_m2,0,0.0,None (0%)
weather_report,is_sensor_fault,0,0.0,None (0%)
weather_report,global_radiation_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_4_4_radiation_1_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_4_4_radiation_2_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_8_5_radiation_1_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_8_5_radiation_2_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_11_5_radiation_1_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_11_5_radiation_2_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_20_4_radiation_1_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_20_4_radiation_2_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_2_4_radiation_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_5_4_radiation_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_12_5_radiation_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_13_4_radiation_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_15_4_radiation_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_2_417_4_radiation_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_18_4_radiation_w_m2_clipped,0,0.0,None (0%)
weather_report,inv_22_4_radiation_w_m2_clipped,0,0.0,None (0%)
power_report,timestamp,0,0.0,None (0%)
power_report,radiation_w_m2,0,0.0,None (0%)
power_report,block_1_inv_1_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_1_inv_1_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_1_inv_2_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_1_inv_2_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_1_inv_3_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_1_inv_3_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_1_inv_4_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_1_inv_4_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_2_inv_1_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_2_inv_1_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_2_inv_2_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_2_inv_2_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_2_inv_3_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_2_inv_3_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_2_inv_4_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_2_inv_4_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_3_inv_1_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_3_inv_1_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_3_inv_2_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_3_inv_2_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_3_inv_3_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_3_inv_3_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_3_inv_4_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_3_inv_4_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_4_inv_1_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_4_inv_1_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_4_inv_2_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_4_inv_2_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_4_inv_3_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_4_inv_3_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_4_inv_4_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_4_inv_4_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_5_inv_1_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_5_inv_1_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_5_inv_2_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_5_inv_2_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_5_inv_3_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_5_inv_3_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_5_inv_4_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_5_inv_4_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_6_inv_1_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_6_inv_1_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_6_inv_2_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_6_inv_2_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_6_inv_3_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_6_inv_3_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_6_inv_4_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_6_inv_4_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_7_inv_1_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_7_inv_1_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_7_inv_2_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_7_inv_2_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_7_inv_3_ac_kw,3,0.01,Partial Missing (0.01%)
power_report,block_7_inv_3_dc_kw,3,0.01,Partial Missing (0.01%)
power_report,block_7_inv_4_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_7_inv_4_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_7_inv_5_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_7_inv_5_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_8_inv_1_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_8_inv_1_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_8_inv_2_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_8_inv_2_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_8_inv_3_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_8_inv_3_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_8_inv_4_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_8_inv_4_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_8_inv_5_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_8_inv_5_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_9_inv_1_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_9_inv_1_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_9_inv_2_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_9_inv_2_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_9_inv_3_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_9_inv_3_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_9_inv_4_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_9_inv_4_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_10_inv_1_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_10_inv_1_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_10_inv_2_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_10_inv_2_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_10_inv_3_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_10_inv_3_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_10_inv_4_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_10_inv_4_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_10_inv_5_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_10_inv_5_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_11_inv_1_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_11_inv_1_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_11_inv_2_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_11_inv_2_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_11_inv_3_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_11_inv_3_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_11_inv_4_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_11_inv_4_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_11_inv_5_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_11_inv_5_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_12_inv_1_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_12_inv_1_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_12_inv_2_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_12_inv_2_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_12_inv_3_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_12_inv_3_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_12_inv_4_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_12_inv_4_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_12_inv_5_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_12_inv_5_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_13_inv_1_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_13_inv_1_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_13_inv_2_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_13_inv_2_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_13_inv_3_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_13_inv_3_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_13_inv_4_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_13_inv_4_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_14_inv_1_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_14_inv_1_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_14_inv_2_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_14_inv_2_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_14_inv_3_ac_kw,2,0.01,Partial Missing (0.01%)
power_report,block_14_inv_3_dc_kw,2,0.01,Partial Missing (0.01%)
power_report,block_14_inv_4_ac_kw,2,0.01,Partial Missing (0.01%)
